SpT,PS1gmag,e_PS1gmag,PS1rmag,PS1imag,e_PS1imag,PS1zmag,e_PS1zmag,PS1ymag,e_PS1ymag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,label
G2,13.1946,0.001,9.2986,9.2576,0.1255,7.8966,0.078,9.3862,0.0515,7.679,0.023,7.33,0.021,7.242,0.02,7.177,0.037,7.237,0.02,7.197,0.016,7.199,0.076,false
K3,10.7779,0.1665,9.0327,9.1918,0.0643,8.2282,0.0948,7.9469,0.001,6.903,0.018,6.215,0.02,6.033,0.02,5.978,0.107,5.957,0.039,5.967,0.015,5.875,0.039,false
G5,11.074,,10.057,9.487,,9.095,,8.928,,7.708,0.024,7.172,0.016,6.977,0.018,6.882,0.064,6.994,0.02,6.891,0.016,6.827,0.066,false
K5,10.232,,9.069,8.524,,8.177,,7.98,,6.739,0.024,5.99,0.023,5.803,0.021,5.756,0.134,5.736,0.047,5.732,0.015,5.619,0.031,false
M3V,20.6776,0.0661,19.5535,18.467,0.005,17.9672,0.0033,17.7275,0.0117,16.782,0.161,15.709,0.141,15.431,,15.552,0.042,15.422,0.101,12.715,,8.793,,false
G8III,10.255,,9.64,9.439,,9.357,,9.291,,8.301,0.023,7.795,0.033,7.732,0.024,7.641,0.03,7.755,0.019,7.662,0.018,7.769,0.169,false
G9,12.682,,12.005,11.739,,11.604,,11.522,,10.493,0.02,10.024,0.024,9.891,0.021,9.816,0.023,9.914,0.021,9.849,0.052,8.966,,false
F1.3,16.7494,0.0064,16.5012,16.4095,0.0044,16.4066,0.001,16.4096,0.0048,15.466,0.068,15.486,0.135,15.477,0.183,15.048,0.034,15.002,0.076,12.454,,9.2,,false
M5V,21.3863,0.0476,19.9633,18.5068,0.0098,17.842,0.0054,17.583,0.008,16.301,0.09,15.791,0.127,15.203,,15.485,0.043,15.175,0.089,12.438,,9.065,,false
F0/2V,9.477,,9.352,9.359,,9.406,,9.432,,8.656,0.03,8.494,0.038,8.465,0.024,8.407,0.023,8.439,0.021,8.421,0.025,7.905,0.208,false
G6III,13.3641,0.0913,12.0029,10.9374,0.0572,10.3284,0.0895,11.2102,0.001,9.567,0.021,9.142,0.016,9.055,0.017,9.008,0.023,9.072,0.021,9.015,0.027,8.756,0.381,false
G5,9.6928,0.054,9.0978,9.594,0.001,8.5865,0.0252,8.3442,0.001,7.834,0.019,7.609,0.055,7.524,0.023,7.464,0.033,7.529,0.019,7.517,0.017,7.475,0.117,false
M3V,21.113,0.0434,19.8016,18.6769,0.0076,18.13,0.0034,17.8976,0.0122,16.658,0.142,16.288,0.202,16.008,0.257,15.718,0.045,15.656,0.13,11.859,,8.715,0.436,false
M0V,19.7621,0.0148,18.5465,17.8837,0.0032,17.5858,0.0089,17.3927,0.0053,16.235,0.092,15.811,0.125,15.647,0.182,15.441,0.04,15.739,0.134,12.565,,8.608,,false
K5,10.213,,9.303,8.902,,8.663,,8.524,,7.389,0.027,6.765,0.017,6.616,0.024,6.571,0.084,6.591,0.022,6.529,0.015,6.367,0.064,false
DA+M4,19.1424,0.0091,18.6569,17.664,0.0068,17.0431,0.0065,16.7267,0.0072,15.528,0.056,15.06,0.061,14.722,0.081,14.446,0.029,14.241,0.044,12.15,0.356,8.542,0.349,false
M1V,19.2292,0.0102,18.0257,17.1962,0.005,16.844,0.0052,16.6385,0.006,15.413,0.048,15.015,0.07,14.804,0.087,14.641,0.029,14.581,0.057,12.58,,8.947,,false
M7V,21.947,0.2079,21.4473,19.2717,0.0166,18.2379,0.0133,17.701,0.0121,16.198,0.092,15.628,0.107,15.468,0.162,15.199,0.035,15.151,0.08,12.4,,9.153,,false
G5,10.857,,10.352,10.152,,10.06,,10.019,,9.064,0.021,8.722,0.024,8.591,0.018,8.551,0.023,8.603,0.02,8.573,0.028,8.164,0.257,false
G0,9.8965,0.0742,9.4929,9.5973,0.0129,9.6357,0.0553,9.4676,0.1365,8.605,0.024,8.339,0.031,8.285,0.017,8.241,0.023,8.266,0.02,8.263,0.022,7.853,0.205,false
A1V,8.119,,8.182,8.281,,8.354,,8.38,,7.688,0.019,7.644,0.023,7.594,0.017,7.537,0.032,7.608,0.019,7.609,0.02,7.499,0.158,false
M2.9,19.5784,0.0135,18.3436,17.1162,0.0027,16.5444,0.0049,16.2862,0.0038,15.115,0.037,14.494,0.048,14.26,0.059,14.203,0.029,13.975,0.039,12.308,,8.994,,false
K7.6,16.3439,0.0032,15.1712,14.5594,0.0028,14.2927,0.0041,14.128,0.0052,13.035,0.023,12.374,0.022,12.221,0.021,12.117,0.024,12.097,0.022,11.599,,8.826,,false
KIII,17.619,0.004,16.7098,16.3138,0.0025,16.1245,0.0039,15.9869,0.0042,14.83,0.038,14.127,0.049,14.047,0.044,13.986,0.026,14.089,0.04,12.64,,8.779,,false
K5,13.5615,0.0011,10.889,10.4063,0.0733,10.0607,0.0069,11.5419,0.001,8.953,0.021,8.344,0.031,8.222,0.018,8.105,0.022,8.143,0.021,8.074,0.021,7.827,0.195,false
K2,9.2703,0.001,8.4817,8.3559,0.001,8.1531,0.001,8.5053,0.0687,6.631,0.024,6.02,0.033,5.809,0.018,5.772,0.128,5.768,0.042,5.776,0.016,5.714,0.039,false
G5,9.876,,9.56,9.454,,9.425,,9.423,,8.553,0.024,8.288,0.049,8.238,0.025,8.134,0.023,8.195,0.02,8.152,0.019,7.916,0.16,false
F0/2V,9.9466,0.0338,10.1378,10.5793,0.0239,10.1166,0.0356,10.3036,0.0011,9.413,0.026,9.247,0.024,9.174,0.023,9.14,0.024,9.144,0.021,9.129,0.03,8.522,0.284,false
F0/2V,10.383,,10.211,10.182,,10.194,,10.203,,9.413,0.026,9.247,0.024,9.174,0.023,9.14,0.024,9.144,0.021,9.129,0.03,8.522,0.284,false
M7V,19.927,,21.8352,19.4505,0.0153,18.0875,0.0132,17.3643,0.0183,15.765,0.08,15.103,0.106,14.869,0.133,14.568,0.027,14.351,0.038,12.701,,9.382,,false
M2V,20.2787,0.024,19.119,18.1901,0.0042,17.7454,0.006,17.5408,0.0142,16.271,0.117,15.727,0.175,15.652,,15.593,0.036,15.369,0.067,12.388,0.323,8.729,,false
M3V,20.8613,0.0804,19.7208,18.553,0.0062,18.0282,0.0086,17.7675,0.0115,16.77,0.186,15.847,0.196,15.192,0.171,15.713,0.037,15.587,0.08,13.033,,9.403,,false
K1III,10.031,,9.145,8.741,,8.494,,8.362,,7.237,0.03,6.712,0.036,6.521,0.018,6.459,0.074,6.516,0.023,6.471,0.015,6.302,0.049,false
K7,10.923,,9.576,8.932,,8.534,,8.293,,6.992,0.021,6.174,0.036,5.923,0.02,5.837,0.128,5.922,0.041,5.847,0.014,5.727,0.046,false
F6V,10.1373,0.0225,9.9738,10.1918,0.042,10.4563,0.1177,10.38,0.001,8.922,0.023,8.651,0.031,8.595,0.025,8.514,0.022,8.557,0.02,8.539,0.022,8.488,0.266,false
F7V,9.9192,0.0863,9.8548,9.6378,0.0,9.4456,0.0356,10.4795,0.0427,8.264,0.021,8.06,0.046,7.967,0.027,7.917,0.025,7.952,0.02,7.938,0.019,7.74,0.171,false
B9/A0mA8-F2,9.5564,0.0309,9.1051,8.9172,,8.9452,0.001,9.1687,0.0376,7.855,0.024,7.835,0.047,7.724,0.026,7.663,0.029,7.712,0.019,7.734,0.019,7.732,0.14,false
B9/A0mA8-F2,8.461,,8.468,8.527,,8.567,,8.578,,7.855,0.024,7.835,0.047,7.724,0.026,7.663,0.029,7.712,0.019,7.734,0.019,7.732,0.14,false
K2/3(III),10.2289,0.0523,9.4881,8.6393,0.0168,8.4761,0.0998,8.3895,0.0188,6.838,0.058,6.057,0.023,5.835,0.017,5.787,0.124,5.777,0.043,5.771,0.014,5.642,0.033,false
K2/3(III),10.357,,9.18,8.6,,8.218,,8.015,,6.838,0.058,6.057,0.023,5.835,0.017,5.787,0.124,5.777,0.043,5.771,0.014,5.642,0.033,false
M3V,18.0831,0.006,16.9068,15.5584,0.0019,14.9485,0.003,14.6508,0.0044,13.412,0.024,12.822,0.028,12.507,0.028,12.432,0.023,12.269,0.024,12.507,0.402,9.25,,false
G5,11.0793,0.0057,10.6507,10.3974,0.0683,11.3287,0.1756,10.7782,0.001,9.573,0.023,9.222,0.024,9.144,0.021,9.114,0.023,9.161,0.02,9.121,0.035,8.53,0.302,false
G0,10.892,,10.536,10.437,,10.423,,10.416,,9.551,0.024,9.223,0.021,9.152,0.023,9.135,0.022,9.174,0.02,9.105,0.028,8.9,0.357,false
K0/1(III),10.262,,9.498,9.196,,9.038,,8.935,,7.885,0.021,7.385,0.059,7.21,0.017,7.088,0.045,7.247,0.02,7.165,0.016,7.177,0.088,false
K0/1(III),10.4386,0.0393,9.8121,9.0619,0.0701,8.5561,0.0,9.139,0.1199,7.885,0.021,7.385,0.059,7.21,0.017,7.088,0.045,7.247,0.02,7.165,0.016,7.177,0.088,false
F2,8.4632,0.0327,8.4359,8.284,0.1869,7.8362,0.0401,8.153,0.0433,6.995,0.03,6.825,0.023,6.769,0.016,6.742,0.065,6.698,0.021,6.746,0.017,6.715,0.064,false
A2,11.257,0.024,11.4005,11.6025,0.0438,13.0407,0.2949,11.3593,0.0079,10.445,0.022,10.33,0.026,10.269,0.025,10.208,0.025,10.309,0.025,10.961,0.36,8.6,,false
sdB,15.5196,0.0061,15.9074,16.2345,0.0028,16.5073,0.0028,16.672,0.0061,16.268,0.109,16.363,0.219,17.236,,16.686,0.073,17.03,0.325,12.779,,9.128,,false
F8,9.885,,9.711,9.682,,9.696,,9.704,,8.899,0.023,8.737,0.033,8.687,0.02,8.627,0.022,8.661,0.019,8.628,0.023,8.835,0.416,false
F5,9.42,,9.239,9.218,,9.251,,9.277,,8.503,0.046,8.266,0.04,8.238,0.021,8.199,0.023,8.222,0.02,8.205,0.023,7.6,0.147,false
B9II,9.831,,9.8,9.826,,9.845,,9.951,,9.208,0.023,9.132,0.023,9.122,0.021,9.053,0.024,9.073,0.021,9.184,0.034,8.895,,false
M0,9.798,,8.336,7.519,,6.947,,6.677,,5.296,0.043,4.575,0.036,4.211,0.02,4.189,0.284,4.075,0.145,4.132,0.016,3.98,0.029,false
K0,9.574,,8.925,8.68,,8.56,,8.486,,7.476,0.023,6.98,0.034,6.903,0.024,6.867,0.067,6.914,0.02,6.845,0.016,6.805,0.084,false
K5,10.246,,9.201,8.737,,8.454,,8.284,,7.095,0.024,6.489,0.053,6.247,0.018,6.23,0.092,6.282,0.026,6.219,0.015,6.165,0.048,false
K5,12.0372,0.001,10.2715,10.9194,,10.1599,0.0121,10.8734,0.0401,9.023,0.021,8.478,0.044,8.332,0.019,8.253,0.022,8.32,0.019,8.222,0.021,8.383,0.241,false
K5,11.737,,10.88,10.498,,10.267,,10.142,,9.023,0.021,8.478,0.044,8.332,0.019,8.253,0.022,8.32,0.019,8.222,0.021,8.383,0.241,false
G0,10.432,,10.076,9.977,,9.963,,9.956,,9.082,0.021,8.764,0.044,8.714,0.02,8.65,0.023,8.695,0.021,8.655,0.024,8.949,0.444,false
G0,12.8044,0.0024,10.5644,9.9939,0.0635,10.2632,0.1539,10.8977,0.2499,9.082,0.021,8.764,0.044,8.714,0.02,8.65,0.023,8.695,0.021,8.655,0.024,8.949,0.444,false
M2V,18.3,0.0292,17.0352,16.1147,0.0338,15.5381,0.045,15.3263,0.0606,13.72,0.029,13.209,0.042,12.992,0.033,12.689,0.024,12.57,0.024,12.246,0.31,9.265,,false
M0V,19.5674,0.0094,18.5069,18.0171,0.0032,17.792,0.0054,17.6605,0.0194,16.499,0.117,15.819,0.162,15.653,0.188,15.212,0.034,15.356,0.082,12.66,,8.976,,false
G0,9.734,,9.449,9.352,,9.321,,9.317,,8.457,0.027,8.242,0.051,8.174,0.023,8.107,0.023,8.151,0.021,8.047,0.02,7.62,0.13,false
G0,11.0402,0.0543,9.2065,9.2451,0.0161,9.3533,0.0011,12.21,0.0012,8.457,0.027,8.242,0.051,8.174,0.023,8.107,0.023,8.151,0.021,8.047,0.02,7.62,0.13,false
A,15.8111,0.0692,15.4187,15.6094,0.0038,15.3212,0.0035,15.4356,0.0251,14.567,0.032,14.381,0.044,14.56,0.079,14.449,0.032,14.43,0.069,12.109,,9.156,,false
K2,9.494,,8.727,8.402,,8.218,,8.114,,7.071,0.03,6.564,0.051,6.385,0.026,6.329,0.091,6.353,0.025,6.342,0.015,6.276,0.059,false
K0,10.899,,10.121,9.836,,9.696,,9.59,,8.556,0.024,7.937,0.021,7.801,0.023,7.693,0.029,7.837,0.02,7.739,0.017,7.832,0.163,false
K0,11.0916,0.0119,10.3764,9.5891,0.0839,9.682,0.1014,9.6135,0.0175,8.556,0.024,7.937,0.021,7.801,0.023,7.693,0.029,7.837,0.02,7.739,0.017,7.832,0.163,false
K0,9.847,,9.145,8.883,,8.755,,8.666,,7.643,0.019,7.121,0.036,6.997,0.018,6.873,0.064,6.991,0.021,6.909,0.016,6.842,0.069,false
M7V,21.6354,0.0919,20.5239,18.5522,0.0059,17.6302,0.0138,17.1814,0.0063,15.763,0.072,15.153,0.083,14.984,0.122,14.618,0.027,14.421,0.036,12.9,,9.56,,false
M6V,21.7969,0.1688,20.7604,18.9009,0.0055,18.0151,0.0125,17.5925,0.0102,16.114,0.082,15.616,0.113,15.195,0.117,15.177,0.03,14.971,0.05,12.749,,9.569,,false
K0,10.559,,10.17,10.064,,10.048,,10.036,,9.149,0.02,8.833,0.047,8.74,0.023,8.701,0.022,8.74,0.022,8.721,0.027,8.447,,false
M5,10.336,,8.873,7.506,,6.782,,6.375,,4.975,0.027,4.227,0.23,3.896,0.32,3.74,0.373,3.594,0.147,3.553,0.014,3.257,0.018,false
G5,8.989,,8.373,8.173,,8.092,,8.024,,7.037,0.024,6.521,0.023,6.459,0.021,6.374,0.087,6.368,0.022,6.377,0.015,6.291,0.052,false
G0,10.3639,0.0355,10.6669,9.6971,0.1086,10.3766,0.036,10.2791,0.0846,9.149,0.027,8.917,0.02,8.798,0.016,8.768,0.023,8.78,0.02,8.763,0.025,8.396,0.219,false
G5,8.8,,8.107,7.814,,7.651,,7.565,,6.525,0.021,6.045,0.02,5.95,0.018,5.929,0.102,5.88,0.044,5.906,0.015,5.841,0.041,false
K1III,9.701,,8.821,8.439,,8.215,,8.085,,6.962,0.021,6.412,0.034,6.234,0.016,6.161,0.07,6.257,0.022,6.185,0.015,6.13,0.044,false
K0,9.694,,8.795,8.432,,8.227,,8.095,,6.977,0.024,6.347,0.024,6.204,0.02,6.154,0.089,6.162,0.033,6.146,0.015,6.063,0.039,false
M6V,21.6575,0.044,20.5898,18.9929,0.0074,18.1526,0.0186,17.7183,0.0107,16.541,0.126,15.754,0.127,15.432,0.168,14.996,0.03,14.822,0.049,13.044,,9.551,,false
F8,10.734,,10.376,10.277,,10.262,,10.258,,9.378,0.023,9.06,0.021,9.013,0.019,8.976,0.023,9.015,0.02,8.955,0.024,8.713,0.245,false
A1IV,8.453,,8.446,8.493,,8.503,,8.548,,7.819,0.019,7.774,0.027,7.698,0.027,7.634,0.03,7.654,0.021,7.692,0.019,7.749,0.211,false
A1IV,8.6237,,8.3248,8.6593,0.0608,8.3989,0.2094,8.1705,0.103,7.819,0.019,7.774,0.027,7.698,0.027,7.634,0.03,7.654,0.021,7.692,0.019,7.749,0.211,false
M1.5e,13.7175,0.0185,12.31,11.628,,11.168,,10.93,,9.579,0.022,8.811,0.029,8.598,0.022,8.472,0.024,8.402,0.02,8.289,0.023,8.212,0.229,false
A7,10.7667,0.0187,10.4051,10.7939,0.0299,10.4182,0.1753,12.6063,0.0597,9.592,0.022,9.388,0.021,9.348,0.023,9.235,0.022,9.251,0.02,9.218,0.038,8.439,,false
K2,9.057,,8.187,7.774,,7.517,,7.388,,6.256,0.02,5.724,0.021,5.581,0.016,5.519,0.125,5.498,0.028,5.54,0.015,5.473,0.034,false
G0,11.319,,10.586,10.305,,10.161,,10.064,,9.013,0.022,8.482,0.038,8.373,0.017,8.287,0.022,8.383,0.02,8.255,0.018,8.135,0.141,false
M0.1,16.8633,0.01,15.6778,14.992,0.0096,14.7093,0.0052,14.5514,0.0144,13.196,0.023,12.59,0.018,12.374,0.021,12.245,0.023,12.165,0.021,12.061,0.173,9.754,,false
M2.4,19.2881,0.0074,18.0724,16.9482,0.0037,16.439,0.0043,16.2029,0.0067,14.974,0.032,14.377,0.044,14.1,0.069,14.048,0.025,13.891,0.03,13.398,0.509,9.31,,false
M3V,19.2825,0.0168,18.2222,16.9591,0.0027,16.3593,0.0055,16.0845,0.0048,14.759,0.033,14.254,0.051,14.01,0.05,13.766,0.025,13.61,0.032,12.008,,8.543,,false
M7V,21.4323,0.1938,21.2758,19.2356,0.0087,18.2714,0.0117,17.7642,0.0148,16.348,0.091,15.969,0.128,15.452,0.164,15.305,0.035,15.086,0.063,12.438,,9.03,,false
M0V,19.4081,0.0131,18.2855,17.7358,0.0033,17.4663,0.0072,17.3279,0.0095,16.181,0.093,15.659,0.134,16.044,0.34,15.323,0.036,15.276,0.082,12.439,,9.029,,false
M8V,19.891,,18.888,20.0152,0.0073,18.6739,0.0078,18.0099,0.0101,16.291,0.094,15.951,0.138,15.511,0.176,15.177,0.034,14.972,0.062,12.681,,9.053,,false
M2V,18.7693,0.0113,17.5426,16.6156,0.0019,16.1855,0.0045,15.9705,0.0036,14.851,0.037,14.15,0.047,13.849,0.04,13.862,0.025,13.718,0.033,12.3,,8.923,,false
M3V,20.041,0.025,18.9116,17.6403,0.0045,17.0494,0.0042,16.7654,0.0059,15.635,0.055,14.852,0.065,14.674,0.084,14.422,0.027,14.348,0.043,12.447,0.424,8.986,,false
M6V,22.1659,0.0297,21.3069,19.3774,0.0081,18.5035,0.0062,18.0409,0.0094,16.734,0.139,15.949,0.181,15.679,0.213,15.674,0.039,15.696,0.106,12.875,,9.311,,false
DB+M,18.604,0.0125,18.6239,17.9499,0.0044,17.3818,0.0045,17.0799,0.0048,15.825,0.06,15.471,0.1,15.014,0.107,14.814,0.03,14.707,0.056,12.401,,9.178,,false
M8V,23.263,,21.249,20.2834,0.0173,18.9875,0.0091,18.2919,0.0165,16.768,0.137,15.988,0.152,15.545,0.171,15.537,0.039,15.483,0.092,12.092,,9.109,,false
M7V,21.717,0.1082,20.4449,18.557,0.0061,17.6774,0.0045,17.2635,0.0061,15.848,0.077,15.376,0.089,14.806,0.088,14.87,0.031,14.668,0.046,12.605,,9.117,,false
M8,24.177,,22.1326,19.9876,0.0081,18.7161,0.0097,18.016,0.0112,16.647,0.13,15.891,0.141,15.161,0.128,15.072,0.261,14.876,0.056,12.425,,9.098,,false
K5,9.793,,8.567,8.005,,7.657,,7.447,,6.266,0.03,5.463,0.027,5.197,0.017,5.228,0.128,5.14,0.078,5.164,0.014,5.054,0.032,false
M3V,18.7478,0.008,17.4965,16.4119,0.0023,15.9051,0.0029,15.6584,0.0049,14.494,0.028,13.869,0.032,13.631,0.039,13.48,0.025,13.284,0.028,12.343,0.391,9.08,,false
F8,9.536,,9.208,9.128,,9.13,,9.133,,8.251,0.041,8.0,0.047,7.906,0.033,7.872,0.027,7.906,0.021,7.894,0.021,7.755,0.143,false
G0,11.371,,10.916,10.727,,10.635,,10.602,,9.67,0.023,9.342,0.024,9.251,0.022,9.193,0.022,9.235,0.02,9.209,0.034,8.276,,false
K0,9.491,,8.788,8.527,,8.397,,8.31,,7.283,0.029,6.777,0.04,6.645,0.02,6.626,0.078,6.637,0.023,6.608,0.017,6.557,0.075,false
F0,9.829,,9.581,9.531,,9.55,,9.567,,8.741,0.032,8.483,0.04,8.456,0.018,8.431,0.022,8.475,0.02,8.421,0.023,8.107,0.216,false
A3,12.76,,12.63,12.571,,12.548,,12.5524,0.005,11.841,0.021,11.734,0.018,11.704,0.021,11.676,0.024,11.695,0.022,11.452,0.159,9.246,,false
M4S,11.338,,9.319,8.119,,7.327,,6.907,,5.457,0.236,4.218,0.198,3.878,0.272,3.523,0.425,3.244,0.529,3.429,0.013,3.32,0.032,false
F6/7V,10.437,,9.842,9.538,,9.352,,9.279,,8.264,0.026,7.929,0.038,7.799,0.021,7.709,0.028,7.771,0.019,7.741,0.022,7.77,0.233,false
F6/7V,10.2628,0.0614,9.8463,8.9173,0.0533,9.2912,0.0518,9.3559,0.0687,8.264,0.026,7.929,0.038,7.799,0.021,7.709,0.028,7.771,0.019,7.741,0.022,7.77,0.233,false
M9+L3,21.0364,0.0587,18.839,16.5067,0.0061,15.0085,0.0068,14.0282,0.0062,12.052,0.023,11.26,0.027,10.711,0.024,10.236,0.023,9.955,0.02,9.399,0.045,8.392,,false
M,14.4738,0.0492,12.395,11.048,,10.218,,9.781,,8.198,0.02,7.241,0.051,6.889,0.031,6.725,0.072,6.639,0.025,6.083,0.015,5.408,0.042,false
M,15.9727,0.0033,14.2062,13.418,0.001,12.4041,0.0011,11.3158,0.073,7.426,0.023,6.462,0.034,5.994,0.021,5.553,0.112,5.52,0.063,5.002,0.014,4.422,0.028,false
M,15.9853,0.0157,14.1676,11.477,0.0575,11.8559,0.001,9.5473,0.0468,7.426,0.023,6.462,0.034,5.994,0.021,5.553,0.112,5.52,0.063,5.002,0.014,4.422,0.028,false
K0III,6.211,,5.683,5.518,,5.46,,5.414,,4.465,0.288,3.867,0.212,3.869,0.256,3.39,0.382,3.176,0.301,3.573,0.013,3.538,0.022,false
G0V,14.0449,0.0016,13.5764,13.3956,0.001,13.3148,0.0043,13.286,0.0016,12.407,0.021,12.071,0.021,11.998,0.02,11.967,0.023,12.007,0.022,11.698,0.173,9.079,,false
G8.5IIIb,14.3801,0.0018,13.5477,13.281,,13.0701,0.0362,12.896,0.0017,11.815,0.022,11.225,0.02,11.119,0.018,11.042,0.022,11.133,0.02,11.055,0.1,9.24,0.532,false
G0V,14.5791,0.0012,14.1261,13.9701,0.0037,13.8978,0.0027,13.855,0.0021,12.976,0.022,12.671,0.022,12.574,0.021,12.568,0.023,12.587,0.023,12.783,0.442,8.866,,false
G9III,15.0232,0.005,14.157,13.7901,0.0018,13.5927,3.0E-4,13.4913,0.004,12.367,0.021,11.803,0.022,11.636,0.017,11.598,0.023,11.716,0.021,11.566,0.158,9.114,,false
G0V,14.4472,0.0018,13.9792,13.7931,0.0021,13.7252,0.0026,13.671,0.0013,12.751,0.021,12.416,0.022,12.305,0.02,12.277,0.023,12.327,0.022,12.18,0.25,8.965,,false
K1V,14.8147,0.0023,14.2143,13.9863,0.0018,13.9045,9.0E-4,13.8297,0.0023,12.862,0.021,12.397,0.022,12.332,0.02,12.282,0.023,12.316,0.023,12.295,0.277,9.085,0.473,false
G2V,11.993,,11.633,11.491,,11.43,,11.413,,10.519,0.024,10.26,0.022,10.175,0.018,10.127,0.023,10.179,0.02,10.105,0.041,8.54,,false
F5,15.2284,0.0011,14.8068,14.6461,9.0E-4,14.6057,0.0023,14.5588,0.0057,13.717,0.023,13.445,0.027,13.304,0.03,13.337,0.025,13.357,0.027,12.845,0.507,8.652,,false
K1.5III,13.8173,6.0E-4,13.168,12.762,,12.517,,12.3948,0.0013,11.26,0.022,10.669,0.02,10.54,0.017,10.485,0.023,10.596,0.02,10.447,0.055,8.832,,false
M1V,19.6839,0.0117,18.3984,17.5567,0.0059,17.1592,0.0053,16.9456,0.0075,15.741,0.055,15.195,0.084,15.043,0.118,14.763,0.03,14.515,0.043,12.634,0.348,8.519,,false
G0,13.7678,8.0E-4,13.432,13.237,,13.0884,0.0014,13.0385,0.0028,12.155,0.024,11.886,0.023,11.794,0.02,11.707,0.023,11.737,0.022,11.743,0.168,9.182,,false
G9III,13.5848,0.0048,12.715,12.295,,12.038,,11.895,,10.74,0.024,10.117,0.02,9.97,0.018,9.906,0.023,9.985,0.02,9.805,0.036,8.712,,false
K0II,15.0653,0.0051,14.2594,13.9223,0.0075,13.7366,0.0035,13.6238,0.0062,12.547,0.021,11.965,0.022,11.845,0.021,11.757,0.023,11.839,0.021,11.871,0.191,8.673,,false
M0III,13.204,0.0026,12.227,11.602,,11.194,,10.968,,9.656,0.02,8.878,0.02,8.661,0.017,8.575,0.022,8.736,0.02,8.555,0.021,8.393,0.278,false
F7V,13.6501,4.0E-4,13.399,13.255,,13.1296,0.0011,13.1074,0.0015,12.283,0.021,12.014,0.022,11.954,0.02,11.899,0.022,11.947,0.021,12.313,0.278,9.173,,false
G8V,16.0119,0.0026,15.2995,15.054,0.0018,14.9369,0.0023,14.8722,0.0027,13.897,0.026,13.421,0.027,13.366,0.034,13.261,0.023,13.328,0.026,12.831,0.451,9.195,,false
K5II,15.2075,0.0075,14.046,13.8784,0.4,13.169,0.0025,12.9914,0.0025,11.755,0.021,10.988,0.022,10.777,0.02,10.68,0.023,10.816,0.02,10.684,0.075,9.06,,false
G8V,15.2346,0.0037,14.5142,14.2291,0.0016,14.0781,0.0024,13.9815,9.0E-4,12.963,0.021,12.466,0.023,12.362,0.022,12.311,0.023,12.389,0.022,12.239,0.259,9.068,,false
K2,14.501,8.0E-4,13.8979,13.6877,0.0067,13.5991,0.0013,13.5387,0.0026,12.602,0.023,12.165,0.022,12.066,0.02,12.019,0.023,12.092,0.021,12.087,0.262,8.836,,false
F8V,13.7588,0.001,13.343,13.177,,13.1072,8.0E-4,13.0737,0.0022,12.155,0.021,11.856,0.023,11.806,0.021,11.695,0.023,11.721,0.021,11.58,0.166,9.417,,false
K1III,14.6505,0.0023,13.7896,13.4714,0.0509,13.2594,0.0056,13.1298,0.003,12.028,0.022,11.444,0.023,11.32,0.018,11.217,0.022,11.317,0.02,11.235,0.114,8.805,,false
F3/F5V,14.5742,0.0031,14.1691,14.0216,0.003,13.9664,0.0025,13.9357,0.0013,13.105,0.022,12.877,0.027,12.798,0.026,12.75,0.024,12.732,0.024,12.534,0.335,9.13,,false
F7V,13.484,,13.079,12.913,,12.836,,12.7506,0.0015,11.894,0.021,11.598,0.022,11.533,0.018,11.504,0.023,11.537,0.021,11.413,0.12,8.782,,false
G5V,15.0435,0.0019,14.5101,14.2979,4.0E-4,14.2207,0.0023,14.1565,0.0025,13.227,0.023,12.854,0.023,12.753,0.022,12.704,0.022,12.801,0.022,12.201,,9.275,,false
F7V,14.0139,0.0016,13.6078,13.4448,0.001,13.427,0.0081,13.3757,0.0018,12.511,0.021,12.242,0.02,12.162,0.021,12.142,0.024,12.178,0.022,12.127,0.235,9.113,,false
A7,13.305,,13.182,13.178,,13.4173,0.0039,13.3643,0.0036,12.423,0.024,12.286,0.024,12.237,0.026,12.091,0.023,12.12,0.024,12.112,0.281,9.045,,false
G5,9.331,,9.517,9.696,,9.824,,9.885,,9.258,0.022,9.248,0.029,9.231,0.024,9.199,0.023,9.224,0.021,9.214,0.033,8.778,,false
A9,14.7326,0.0039,14.3097,14.1643,0.0068,14.1122,0.0031,14.0842,0.0078,13.083,0.027,12.83,0.03,12.746,0.027,12.584,0.023,12.667,0.025,11.979,0.215,9.005,,false
G0,15.0971,0.0031,14.551,14.3466,0.0042,14.3031,0.0033,14.2617,0.0043,13.282,0.022,12.926,0.023,12.781,0.024,12.751,0.023,12.826,0.03,12.508,,8.983,,false
G9,14.002,0.0025,13.475,13.236,,13.1154,0.0076,13.0341,0.0052,12.077,0.021,11.672,0.021,11.585,0.02,11.537,0.023,11.604,0.022,11.952,0.248,8.984,,false
K3,14.0098,0.0022,13.1,12.619,,12.317,,12.1296,0.0186,10.954,0.021,10.302,0.019,10.124,0.017,10.038,0.022,10.177,0.021,10.005,0.047,8.567,,false
G4,14.9941,0.0015,14.4961,14.311,0.0026,14.2416,0.0012,14.1987,0.0056,13.287,0.023,12.907,0.023,12.821,0.024,12.813,0.024,12.895,0.027,12.248,,9.104,,false
